==================================================
CIFAR-100 ResNet 訓練紀錄
==================================================
電腦名稱         : aero01
Python 版本      : 3.10.12
TensorFlow 版本  : 2.17.0
訓練裝置類型     : CUDA
裝置名稱         : NVIDIA L40S
CUDA 版本        : 12.3
訓練開始時間     : 2026-05-05 00:43:10
總訓練時間       : 65291.84 秒

--------------------------------------------------
Epoch    Loss       Train Acc    Test Acc     累計時間
3240/5000  0.0006     99.97        73.79        42445.15s
3241/5000  0.0008     99.97        73.93        42458.11s
3242/5000  0.0006     99.98        73.90        42470.95s
3243/5000  0.0010     99.96        73.91        42483.89s
3244/5000  0.0006     99.97        73.89        42496.81s
3245/5000  0.0004     99.97        73.81        42509.68s
3246/5000  0.0006     99.97        74.09        42522.59s
3247/5000  0.0005     99.97        74.17        42535.61s
3248/5000  0.0009     99.96        73.91        42548.51s
3249/5000  0.0007     99.97        73.84        42561.42s
3250/5000  0.0020     99.95        73.89        42574.30s
3251/5000  0.0007     99.97        73.96        42587.29s
3252/5000  0.0014     99.96        74.01        42600.19s
3253/5000  0.0006     99.97        74.13        42613.08s
3254/5000  0.0008     99.97        73.99        42625.97s
3255/5000  0.0012     99.97        73.94        42638.97s
3256/5000  0.0012     99.95        74.03        42651.86s
3257/5000  0.0011     99.96        74.04        42664.78s
3258/5000  0.0005     99.98        74.03        42677.76s
3259/5000  0.0004     99.98        74.21        42690.66s
3260/5000  0.0005     99.97        73.88        42703.54s
3261/5000  0.0005     99.97        73.94        42716.41s
3262/5000  0.0007     99.97        73.88        42729.29s
3263/5000  0.0007     99.97        74.18        42742.18s
3264/5000  0.0006     99.97        74.13        42755.01s
3265/5000  0.0004     99.98        74.06        42767.91s
3266/5000  0.0010     99.96        73.95        42780.74s
3267/5000  0.0005     99.98        73.87        42793.71s
3268/5000  0.0008     99.97        74.09        42806.62s
3269/5000  0.0014     99.96        73.94        42819.59s
3270/5000  0.0005     99.98        74.15        42832.68s
3271/5000  0.0007     99.96        73.99        42845.95s
3272/5000  0.0010     99.97        73.95        42858.98s
3273/5000  0.0006     99.97        74.13        42871.90s
3274/5000  0.0009     99.98        73.98        42884.70s
3275/5000  0.0008     99.97        73.76        42897.60s
3276/5000  0.0009     99.96        73.79        42910.53s
3277/5000  0.0008     99.97        73.91        42923.42s
3278/5000  0.0006     99.97        73.84        42936.33s
3279/5000  0.0007     99.97        73.98        42949.30s
3280/5000  0.0008     99.97        73.95        42962.22s
3281/5000  0.0008     99.96        73.95        42975.17s
3282/5000  0.0006     99.96        73.87        42988.09s
3283/5000  0.0006     99.96        74.05        43001.00s
3284/5000  0.0008     99.97        73.95        43013.95s
3285/5000  0.0006     99.97        73.99        43026.84s
3286/5000  0.0009     99.96        74.02        43039.74s
3287/5000  0.0009     99.96        74.11        43052.62s
3288/5000  0.0008     99.96        74.02        43065.61s
3289/5000  0.0007     99.96        73.98        43078.55s
3290/5000  0.0008     99.97        73.97        43091.43s
3291/5000  0.0007     99.97        73.98        43104.42s
3292/5000  0.0008     99.97        74.02        43117.25s
3293/5000  0.0008     99.98        73.86        43130.16s
3294/5000  0.0011     99.96        74.11        43143.15s
3295/5000  0.0007     99.97        74.22        43156.11s
3296/5000  0.0016     99.96        73.99        43169.03s
3297/5000  0.0009     99.97        74.09        43181.92s
3298/5000  0.0014     99.96        74.09        43195.05s
3299/5000  0.0009     99.96        74.15        43208.56s
3300/5000  0.0008     99.96        74.09        43221.89s
3301/5000  0.0006     99.96        74.08        43235.03s
3302/5000  0.0005     99.97        74.05        43248.40s
3303/5000  0.0009     99.97        74.07        43261.64s
3304/5000  0.0006     99.97        74.13        43274.69s
3305/5000  0.0006     99.97        74.20        43287.76s
3306/5000  0.0007     99.97        74.08        43300.67s
3307/5000  0.0005     99.98        74.13        43313.63s
3308/5000  0.0004     99.98        74.03        43326.62s
3309/5000  0.0005     99.98        74.08        43339.50s
3310/5000  0.0005     99.97        74.07        43352.44s
3311/5000  0.0010     99.97        73.79        43365.33s
3312/5000  0.0006     99.97        74.12        43378.78s
3313/5000  0.0007     99.96        73.90        43391.99s
3314/5000  0.0010     99.96        74.04        43405.29s
3315/5000  0.0014     99.95        74.09        43418.35s
3316/5000  0.0006     99.97        74.21        43431.24s
3317/5000  0.0008     99.97        74.19        43444.14s
3318/5000  0.0007     99.97        74.02        43457.05s
3319/5000  0.0011     99.97        74.36        43469.98s
3320/5000  0.0006     99.97        74.24        43482.86s
3321/5000  0.0004     99.97        74.14        43495.70s
3322/5000  0.0013     99.96        73.88        43508.69s
3323/5000  0.0004     99.97        74.12        43521.68s
3324/5000  0.0009     99.97        73.98        43534.68s
3325/5000  0.0006     99.97        73.96        43547.71s
3326/5000  0.0006     99.98        73.88        43560.67s
3327/5000  0.0008     99.97        73.93        43573.60s
3328/5000  0.0006     99.98        73.99        43586.48s
3329/5000  0.0005     99.97        74.00        43599.36s
3330/5000  0.0006     99.97        74.12        43612.23s
3331/5000  0.0005     99.97        74.28        43625.19s
3332/5000  0.0008     99.96        74.01        43638.15s
3333/5000  0.0005     99.97        74.12        43651.08s
3334/5000  0.0005     99.97        74.23        43664.16s
3335/5000  0.0007     99.97        74.21        43677.11s
3336/5000  0.0004     99.97        74.27        43690.12s
3337/5000  0.0007     99.96        74.07        43703.01s
3338/5000  0.0007     99.97        74.14        43715.93s
3339/5000  0.0004     99.98        74.14        43728.91s
3340/5000  0.0008     99.96        74.16        43741.76s
3341/5000  0.0016     99.97        74.11        43754.69s
3342/5000  0.0008     99.97        73.98        43767.57s
3343/5000  0.0010     99.96        73.92        43780.37s
3344/5000  0.0007     99.97        73.85        43793.38s
3345/5000  0.0007     99.97        74.11        43806.31s
3346/5000  0.0006     99.97        74.11        43819.18s
3347/5000  0.0005     99.97        74.19        43832.05s
3348/5000  0.0009     99.97        74.16        43844.87s
3349/5000  0.0005     99.97        74.09        43857.81s
3350/5000  0.0007     99.97        74.10        43870.68s
3351/5000  0.0004     99.97        74.21        43883.51s
3352/5000  0.0009     99.97        74.00        43896.36s
3353/5000  0.0008     99.96        74.03        43909.21s
3354/5000  0.0009     99.96        73.97        43921.98s
3355/5000  0.0008     99.97        73.96        43934.82s
3356/5000  0.0006     99.97        74.13        43947.65s
3357/5000  0.0010     99.97        73.82        43960.48s
3358/5000  0.0007     99.97        73.97        43973.41s
3359/5000  0.0011     99.96        73.91        43986.29s
3360/5000  0.0011     99.97        73.87        43999.12s
3361/5000  0.0010     99.97        73.86        44012.11s
3362/5000  0.0004     99.97        73.89        44025.18s
3363/5000  0.0006     99.98        73.76        44038.13s
3364/5000  0.0008     99.97        74.00        44051.01s
3365/5000  0.0019     99.96        74.02        44064.03s
3366/5000  0.0006     99.97        74.05        44076.87s
3367/5000  0.0008     99.97        74.00        44089.77s
3368/5000  0.0006     99.97        73.94        44102.65s
3369/5000  0.0006     99.97        73.78        44115.58s
3370/5000  0.0007     99.97        73.87        44128.45s
3371/5000  0.0005     99.97        73.98        44141.40s
3372/5000  0.0006     99.97        73.96        44154.21s
3373/5000  0.0005     99.97        74.16        44167.10s
3374/5000  0.0006     99.97        74.01        44179.95s
3375/5000  0.0005     99.98        74.11        44192.82s
3376/5000  0.0009     99.96        73.78        44205.68s
3377/5000  0.0004     99.97        73.79        44218.53s
3378/5000  0.0006     99.97        73.89        44231.36s
3379/5000  0.0007     99.98        73.92        44244.21s
3380/5000  0.0006     99.97        73.89        44257.11s
3381/5000  0.0011     99.97        73.83        44269.96s
3382/5000  0.0006     99.97        73.78        44282.81s
3383/5000  0.0014     99.96        73.90        44295.78s
3384/5000  0.0006     99.97        73.75        44308.73s
3385/5000  0.0008     99.97        73.68        44321.57s
3386/5000  0.0005     99.98        73.88        44334.47s
3387/5000  0.0013     99.97        73.54        44347.35s
3388/5000  0.0008     99.97        73.63        44360.31s
3389/5000  0.0007     99.97        73.71        44373.24s
3390/5000  0.0007     99.97        73.63        44386.14s
3391/5000  0.0011     99.96        73.68        44399.04s
3392/5000  0.0008     99.97        73.91        44412.01s
3393/5000  0.0009     99.96        73.85        44424.92s
3394/5000  0.0007     99.97        73.92        44437.74s
3395/5000  0.0008     99.96        73.77        44450.63s
3396/5000  0.0007     99.97        73.71        44463.47s
3397/5000  0.0003     99.99        73.87        44476.32s
3398/5000  0.0005     99.97        73.53        44489.20s
3399/5000  0.0008     99.96        73.58        44502.12s
3400/5000  0.0005     99.98        73.68        44515.00s
3401/5000  0.0011     99.96        73.86        44527.91s
3402/5000  0.0005     99.97        73.78        44540.77s
3403/5000  0.0004     99.97        73.71        44553.75s
3404/5000  0.0004     99.97        73.70        44566.68s
3405/5000  0.0004     99.98        73.83        44579.51s
3406/5000  0.0005     99.97        73.90        44592.50s
3407/5000  0.0005     99.98        73.75        44605.39s
3408/5000  0.0006     99.97        73.77        44618.38s
3409/5000  0.0006     99.97        73.71        44631.27s
3410/5000  0.0005     99.97        73.68        44644.16s
3411/5000  0.0007     99.97        73.57        44657.02s
3412/5000  0.0005     99.97        73.67        44669.83s
3413/5000  0.0010     99.96        73.60        44682.69s
3414/5000  0.0007     99.97        73.68        44695.55s
3415/5000  0.0006     99.98        73.64        44708.45s
3416/5000  0.0004     99.98        73.75        44721.37s
3417/5000  0.0008     99.96        73.78        44734.35s
3418/5000  0.0006     99.97        73.81        44747.22s
3419/5000  0.0008     99.96        73.75        44760.09s
3420/5000  0.0006     99.97        73.81        44773.02s
3421/5000  0.0008     99.97        73.93        44785.92s
3422/5000  0.0010     99.95        73.86        44798.76s
3423/5000  0.0009     99.97        73.90        44811.67s
3424/5000  0.0008     99.97        73.94        44824.65s
3425/5000  0.0005     99.98        74.03        44837.50s
3426/5000  0.0007     99.97        74.04        44850.31s
3427/5000  0.0005     99.97        73.89        44863.15s
3428/5000  0.0006     99.97        73.85        44875.95s
3429/5000  0.0008     99.97        74.09        44888.92s
3430/5000  0.0005     99.96        74.05        44901.77s
3431/5000  0.0005     99.97        74.01        44914.66s
3432/5000  0.0006     99.98        73.90        44927.54s
3433/5000  0.0006     99.97        73.81        44940.53s
3434/5000  0.0006     99.98        73.73        44953.44s
3435/5000  0.0009     99.96        74.08        44966.41s
3436/5000  0.0011     99.96        73.63        44979.28s
3437/5000  0.0009     99.96        73.71        44992.20s
3438/5000  0.0008     99.97        73.59        45005.07s
3439/5000  0.0006     99.97        73.74        45018.03s
3440/5000  0.0011     99.97        73.63        45030.87s
3441/5000  0.0007     99.97        73.87        45043.76s
3442/5000  0.0007     99.97        73.97        45056.68s
3443/5000  0.0006     99.96        73.88        45069.59s
3444/5000  0.0006     99.97        73.81        45082.56s
3445/5000  0.0012     99.97        74.02        45095.48s
3446/5000  0.0009     99.97        74.14        45108.35s
3447/5000  0.0007     99.97        74.11        45121.21s
3448/5000  0.0005     99.98        74.04        45134.02s
3449/5000  0.0004     99.97        74.15        45146.92s
3450/5000  0.0006     99.98        74.16        45159.86s
3451/5000  0.0006     99.96        73.78        45172.64s
3452/5000  0.0012     99.96        73.92        45185.43s
3453/5000  0.0005     99.98        74.13        45198.31s
3454/5000  0.0004     99.98        74.22        45211.15s
3455/5000  0.0007     99.98        74.00        45224.03s
3456/5000  0.0007     99.97        74.04        45236.88s
3457/5000  0.0005     99.98        73.95        45249.76s
3458/5000  0.0008     99.96        74.03        45262.61s
3459/5000  0.0005     99.97        74.01        45275.38s
3460/5000  0.0006     99.97        73.84        45288.13s
3461/5000  0.0007     99.98        73.99        45300.97s
3462/5000  0.0005     99.97        73.95        45313.79s
3463/5000  0.0007     99.97        73.93        45326.63s
